,file_and_record_id,List_of_items,order_number,order_placed_date,shipped_date,grand_total,subtotal,shipping_cost
0,2023_01_24_amazon-whole foods-112-0641508-4509027.pdf_0,"[{""item name"":""Mitica Caramelized Pecans, 4.41 OZ"",""supplied by"":""Other"",""item price"":""$9.99"",""condition"":""New"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)""},{""supplied by"":""Other"",""item name"":""Diestel, Fresh 99%/1% Organic Ground Turkey Breast, 1 lb"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""item price"":""$9.99""},{""condition"":""New"",""item name"":""Large Organic Hass Avocado"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""item price"":""$1.80""},{""quantity of item"":""2"",""item price"":""$13.99"",""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)""},{""quantity of item"":""1"",""condition"":""New"",""item price"":""$9.49"",""item name"":""365 by Whole Foods Market, Oven-Roasted Turkey Breast Deli Slices, Value Pack, 98% Lean, 14 Ounce"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other""},{""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Organic Zucchini Squash"",""condition"":""New"",""quantity of item"":""1 (0.48 lb)"",""item price"":""$1.34"",""supplied by"":""Other""},{""item price"":""$13.79"",""condition"":""New"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""GoGo squeeZ Organic Fruit on the Go Variety Pack, Apple/Banana/Strawberry, 3.2 oz. (12 Pouches) - Made from Organic Apples, Bananas & Strawberries - Gluten Free Snacks - Nut & Dairy Free - Vegan Snack"",""supplied by"":""Other""},{""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""1"",""item name"":""365 by Whole Foods Market, Blend Mexican Shred, 8 Ounce"",""condition"":""New"",""item price"":""$4.29""},{""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Organic Carrots, 1 Bunch"",""quantity of item"":""1"",""condition"":""New"",""item price"":""$2.99""},{""quantity of item"":""1"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Bare Gluten Free Organic Apple Chips, Fuji and Red, 3.3 Ounce"",""condition"":""null"",""item price"":""$6.49""},{""supplied by"":""Other"",""condition"":""New"",""quantity of item"":""1"",""item price"":""$5.49"",""item name"":""Organic Blackberries, 6 oz"",""sold by"":""Whole Foods Market (seller profile)""},{""quantity of item"":""1"",""supplied by"":""Other"",""item name"":""Eel River Organic Beef, Beef Ground 93/7 Brick Grass Fed Organic, 16 Ounce"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":""$9.99""},{""item name"":""Clover Sonoma, Organic 2% Reduced Fat Milk, 128 Fl. Oz"",""quantity of item"":""1"",""condition"":""New"",""item price"":""$7.99"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)""},{""item price"":""$2.69"",""condition"":""New"",""quantity of item"":""1"",""item name"":""365 by Whole Foods Market, Pretzel Twists Crunchy, 16 Ounce"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other""},{""supplied by"":""Other"",""condition"":""New"",""item price"":""$1.74"",""item name"":""Organic Yellow Onion"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1 (0.70 lb)""},{""item price"":""$2.48"",""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""6 (2.50 lb)"",""item name"":""Organic Banana""},{""item name"":""Applegate, Natural Chicken Nuggets Family Size, 16oz (Frozen)"",""item price"":""$13.99"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""1""},{""quantity of item"":""1"",""item price"":""$7.29"",""item name"":""Whole Foods Market, Mini Quiche Trio, 15 ct, (Frozen)"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""condition"":""New""},{""supplied by"":""Other"",""condition"":""New"",""item name"":""Pork Loin Chop Bone-In Organic Step 1"",""item price"":""$19.98"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""2.00 lb""},{""quantity of item"":""1"",""item price"":""$6.99"",""item name"":""Santa Cruz Organic Light Roasted Crunchy Peanut Butter, 16 Ounce"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other""},{""condition"":""New"",""item name"":""365 by Whole Foods Market, Pretzel Nugget Peanut Butter, 18 Ounce"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""item price"":""$5.49"",""quantity of item"":""1""},{""item name"":""Immaculate Baking Organic Flaky Biscuits, 8 Biscuits"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":""$6.79"",""supplied by"":""Other"",""condition"":""New"",""quantity of item"":""1""},{""supplied by"":""Other"",""item name"":""Madegood     Healthy   Granola   Bars,  Chocolate    Chip,  Gluten-Free    Vegan,6    Bars"",""item price"":""$5.29"",""quantity of item"":""1"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)""},{""quantity of item"":""1"",""supplied by"":""Other"",""item price"":""$5.79"",""item name"":""365   by  Whole   Foods   Market,   Cheddar    Mild  Stick,6   Ounce"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)""},{""quantity of item"":""1 of:365"",""sold by"":""Whole Foods Market"",""condition"":""New"",""item name"":""Whole Foods Market, Cheddar Mild Stick"",""item price"":""$5.79"",""supplied by"":""Other""},{""supplied by"":""Other"",""quantity of item"":""1 (0.51 lb)"",""sold by"":""Whole Foods Market"",""item name"":""SkinnyPop Popcorn, Gluten Free, Dairy Free, Non-GMO, Healthy Snacks, Skinny Pop Original Popcorn Snack Packs"",""item price"":""$4.94"",""condition"":""New""},{""item name"":""Organic Red Bell Pepper"",""condition"":""New"",""quantity of item"":""1 (0.51 lb)"",""sold by"":""Whole Foods Market"",""supplied by"":""Other"",""item price"":""($3.99/lb)""},{""item price"":""($3.99/lb)"",""sold by"":""Whole Foods Market"",""supplied by"":""Other"",""quantity of item"":""6 (2.76 lb)"",""item name"":""Organic Honeycrisp Apples"",""condition"":""New""},{""sold by"":""Whole Foods Market"",""item name"":""Siggi's Mixed Berry Non Fat Yogurt 4 Pack"",""item price"":""$4.05"",""quantity of item"":""1 of"",""condition"":""New"",""supplied by"":""Other""}]",112-0641508-4509027,"January 24,2023","January 24,2023",$232.12,$212.17,$9.95
1,2023_01_29_amazon-fresh-112-2733832-8844256.pdf_0,"[{""condition"":""New"",""supplied by"":""Other"",""item name"":""Carando, Fresh Italian Style Uncooked Abruzzese Meatballs, Blended Cheese and Herbs,16 oz (Frozen)"",""item price"":""$7.49"",""sold by"":""Prime Now LLC (seller profile)"",""quantity of item"":""2""},{""condition"":""New"",""item name"":""Tillamook Medium Cheddar Cheese  Block, 2lb"",""item price"":""$14.79"",""quantity of item"":""1"",""sold by"":""Prime Now LLC (seller profile)"",""supplied by"":""Other""},{""sold by"":""Prime Now LLC (seller profile)"",""quantity of item"":""1"",""item name"":""Oroweat Whole Grains 100%  Whole  Wheat Bread, Baked  with Simple Ingredients & Whole Wheat,8  oz"",""supplied by"":""Other"",""item price"":""$5.69"",""condition"":""New""},{""quantity of item"":""1"",""item price"":""$6.49"",""condition"":""New"",""sold by"":""Prime Now LLC (seller profile)"",""item name"":""Challenge Dairy, Salted Butter Quarters,16 oz"",""supplied by"":""Other""},{""sold by"":""Prime Now LLC (seller profile)"",""item price"":""$6.49"",""item name"":""San Luis Sourdough Bread,8 Oz"",""condition"":""New"",""supplied by"":""Other"",""quantity of item"":""1""}]",112-2733832-8844256,"January 29,2023","January 29,2023",$53.44,$48.44,$0.00
2,2023_02_01_amazon-whole foods-113-9773087-0333047.pdf_0,"[{""item name"":""Whole Foods Market Chocolate Eruption Cake 6 Inch"",""item price"":""$27.99"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1"",""supplied by"":""Other"",""condition"":""New""}]",113-9773087-0333047,"February 1,2023","February 1,2023",$42.94,$27.99,$9.95
3,2023_02_06_amazon-whole foods-112-2285846-0481824.pdf_0,"[{""item name"":""365 by Whole Foods Market, Chicken Breast Boneless Skinless Value Pack Organic Step 3"",""item price"":""($7.99/lb)"",""supplied by"":""Other"",""condition"":""New"",""quantity of item"":""1 (4.34 lb)"",""sold by"":""Whole Foods Market (seller profile)""},{""condition"":""New"",""supplied by"":""Other"",""item price"":null,""item name"":""Organic Strawberries, 1 lb"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1""},{""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""condition"":""New"",""item name"":""Dufour Pastry Kitchen, All Butter Puff Pastry, 14 oz (Frozen)"",""quantity of item"":""1"",""item price"":null},{""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1"",""item name"":""365 by Whole Foods Market, Corn Yellow Sweet Organic, 16 Ounce"",""item price"":null},{""condition"":""New"",""item price"":null,""item name"":""Whole Foods Market, Bun Brioche Hamburger 6 Count, 10.6 Ounce"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1""},{""item name"":""Clover Organic Farms, Organic 1% Low Fat Milk, Pasteurized, Gallon, 128 oz"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""supplied by"":""Other"",""item price"":null},{""quantity of item"":""1"",""supplied by"":""Other"",""condition"":""New"",""item price"":null,""item name"":""Muir Glen Organic Diced Fire Roasted Canned Tomatoes, No Salt Added, 14.5 oz."",""sold by"":""Whole Foods Market (seller profile)""},{""item price"":null,""item name"":""Chobani\u00ae Non-Fat Greek Yogurt Peach on the Bottom 5.3oz"",""quantity of item"":""2"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other""},{""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1.08 lb"",""item name"":""PRODUCE Organic Pineapple Chunks Small"",""item price"":""($6.99/lb)"",""condition"":""New"",""supplied by"":""Other""},{""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""quantity of item"":""1"",""supplied by"":""Other"",""item price"":null,""item name"":""Organic Red Raspberries, 6 oz""},{""item name"":""365 by Whole Foods Market, Pretzel Nugget Peanut Butter, 18 Ounce"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1"",""supplied by"":""Other"",""item price"":null,""condition"":""New""},{""item name"":""Rao's Homemade Marinara Sauce, 24 oz, All Purpose Tomato Sauce, Pasta Sauce, Carb Conscious, Keto Friendly, All Natural, Premium Quality, With Italian Tomatoes & Olive Oil"",""quantity of item"":""1"",""item price"":null,""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)""},{""item name"":""Berry Blueberry Organic, 1 Pint"",""supplied by"":""Other"",""item price"":null,""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New""},{""condition"":""New"",""quantity of item"":""1"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":null,""item name"":""Organic Blackberries, 6 oz""},{""condition"":""New"",""item price"":null,""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""365 by Whole Foods Market, Blend Mexican Shred, 8 Ounce"",""quantity of item"":""1""},{""supplied by"":""Other"",""item name"":""Chobani Greek Yogurt, 0%, Black Cherry, 5.3 oz"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":null,""quantity of item"":""2""},{""quantity of item"":""2"",""item price"":null,""supplied by"":""Other"",""condition"":""New"",""item name"":""Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz"",""sold by"":""Whole Foods Market (seller profile)""},{""sold by"":""Whole Foods Market (seller profile)"",""item price"":null,""supplied by"":""Other"",""item name"":""365 by Whole Foods Market, Tofu Firm Organic, 14 Ounce"",""quantity of item"":""1"",""condition"":""New""},{""quantity of item"":""6 (2.57 lb)"",""item name"":""Organic Banana"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""item price"":""($0.99/lb)"",""supplied by"":""Other""},{""item name"":""Lime Regular Conventional, 1 Each"",""quantity of item"":""1"",""item price"":null,""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New""},{""quantity of item"":""2"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""item name"":""365 by Whole Foods Market, Broth Chicken Low Sodium Organic, 48 Fl Oz"",""condition"":""New"",""item price"":null},{""item price"":null,""item name"":""365 by Whole Foods Market, Garlic Peeled 6Oz Organic, 6 Ounce"",""condition"":""New"",""quantity of item"":""1"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)""},{""item price"":null,""item name"":""Chobani\u00ae     Non-Fat    Greek   Yogurt  Strawberry     on the  Bottom   5.3oz"",""quantity of item"":""2"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New""}]",112-2285846-0481824,"February 5,2023","February 6,2023",$167.21,$150.26,$9.95
4,2023_02_11_amazon-whole foods-113-5873510-5949836.pdf_0,"[{""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""item price"":""$2.79"",""item name"":""365 by Whole Foods Market, Tofu Firm Organic, 14 Ounce"",""supplied by"":""Other""},{""quantity of item"":""1"",""item price"":""$5.99"",""item name"":""Berry Blueberry Organic, 1 Pint"",""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)""},{""item price"":""$4.31"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""quantity of item"":""2 (1.73 lb)"",""item name"":""Organic Jewel Sweet Potato"",""supplied by"":""Other""},{""supplied by"":""Other"",""quantity of item"":""1"",""item name"":""365 by Whole Foods Market, Apple Sauce Unsweetened Organic, 24 Ounce"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""condition"":""New"",""item price"":""$3.99""},{""item name"":""Organic Yellow Onion"",""quantity of item"":""1 (0.40 lb)"",""item price"":""$1.00"",""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other""},{""quantity of item"":""1 (1.00 lb)"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""condition"":""New"",""item name"":""Organic Broccoli"",""supplied by"":""Other"",""item price"":""$3.69""},{""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""item name"":""Bare Gluten Free Organic Apple Chips, Fuji and Red, 3.3 Ounce"",""quantity of item"":""1"",""supplied by"":""Other"",""condition"":""New"",""item price"":""$6.49""},{""item price"":""$6.69"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""supplied by"":""Other"",""quantity of item"":""1"",""item name"":""JUDYS Organic Extra Large Eggs, 12 CT"",""condition"":""New""},{""item name"":""SkinnyPop Popcorn, Gluten Free, Dairy Free, Non-GMO, Healthy Snacks, Skinny Pop Original Popcorn Snack Packs, 0.65oz Individual Size Snack Bags (6 Count)"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""quantity of item"":""1"",""item price"":""$4.05"",""condition"":""New""},{""quantity of item"":""1"",""condition"":""New"",""item name"":""365 by Whole Foods Market, Cheddar Mild Stick, 6 Ounce"",""supplied by"":""Other"",""item price"":""$5.79"",""sold by"":""Whole Foods Market (seller profile)""},{""condition"":""New"",""supplied by"":""Other"",""item name"":""Organic Gold Potato"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":""$3.92"",""quantity of item"":""6 (1.79 lb)""},{""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1"",""item name"":""Whole Foods Market, Mini Quiche Trio, 15 ct, (Frozen)"",""condition"":""New"",""supplied by"":""Other"",""item price"":""$7.79""},{""supplied by"":""Other"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""365 by Whole Foods Market, Value Pack Salmon Fillet Atlantic Farm Raised Frozen, 32 Ounce"",""item price"":""$27.99"",""condition"":""New""},{""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""item name"":""Large Organic Hass Avocado"",""item price"":""$2.99"",""quantity of item"":""1""},{""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Clover Sonoma, Organic 2% Reduced Fat Milk, 128 Fl. Oz"",""condition"":""New"",""item price"":""$7.99"",""quantity of item"":""1""},{""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Immaculate Baking Organic Flaky Biscuits, 8 Biscuits"",""item price"":""$6.79"",""supplied by"":""Other"",""condition"":""New"",""quantity of item"":""1""},{""condition"":""New"",""supplied by"":""Other"",""item name"":""PRODUCE Cantaloupe Chunks Medium"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""0.68 lb"",""item price"":""$3.39""},{""quantity of item"":""1"",""item price"":""$5.99"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Organic Red Raspberries, 6 oz"",""condition"":""New"",""supplied by"":""Other""},{""item price"":""$1.49"",""quantity of item"":""6 (1.50 lb)"",""condition"":""New"",""item name"":""Organic Banana"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other""},{""item price"":""$5.49"",""item name"":""Organic Blackberries, 6 oz"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""condition"":""New"",""supplied by"":""Other"",""quantity of item"":""1""},{""item price"":""$1.99"",""sold by"":""Whole Foods Market (seller profile) Supplied by: Other"",""supplied by"":""Other"",""condition"":""New"",""item name"":""365 by Whole Foods Market, Beans Black No Salt Added, 15 Ounce"",""quantity of item"":""1""},{""item price"":""$5.79"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""1"",""condition"":""New"",""item name"":""365 by Whole Foods Market, Cheddar Mild Stick, 6 Ounce""},{""item price"":""$3.99"",""quantity of item"":""1"",""condition"":""New"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""365 by Whole Foods Market, Crackers Sandwich Peanut Butter Mini Organic, 7.5 Ounce""},{""quantity of item"":""1 of"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""item price"":""$3.99"",""condition"":""New"",""item name"":""365 by Whole Foods Market, Crackers Sandwich Peanut Butter Mini Organic, 7.5 Ounce""},{""item name"":""Campos Borquez, Asparagus Green Organic, 16 Ounce"",""item price"":""($5.99/lb)"",""condition"":""New"",""quantity of item"":""1 (1.00 lb) of"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)""},{""sold by"":""Whole Foods Market (seller profile)"",""item name"":""365 by Whole Foods Market, Organic Cannellini Beans, 15.5 Oz"",""quantity of item"":""1 of"",""item price"":""$1.79"",""condition"":""New"",""supplied by"":""Other""},{""item price"":""$4.29"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""1 of"",""item name"":""365 by Whole Foods Market, Blend Mexican Shred, 8 Ounce""},{""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1 of"",""condition"":""New"",""item price"":""$0.99"",""supplied by"":""Other"",""item name"":""365 by Whole Foods Market, Sauce Tomato Organic, 8 Ounce""},{""quantity of item"":""1 of"",""item price"":""$1.99"",""supplied by"":""Other"",""condition"":""New"",""item name"":""365 by Whole Foods Market, Beans Kidney Dark Red No Salt, 15.5 Ounce"",""sold by"":""Whole Foods Market (seller profile)""},{""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""quantity of item"":""1 of"",""item price"":""$7.99"",""supplied by"":""Other"",""item name"":""Organic Strawberries, 1 lb""},{""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""1 of"",""item name"":""365 by Whole Foods Market, Pretzel Nugget Peanut Butter, 18 Ounce"",""item price"":""$5.49""},{""supplied by"":""Other"",""item price"":""$6.99"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1 of"",""item name"":""365 by Whole Foods Market, Pork Bacon Center Cut Smokehouse Uncured, 12 Ounce"",""condition"":""New""},{""item name"":""365 by Whole Foods Market, Oven-Roasted Turkey Breast Deli Slices, Value Pack, 98% Lean, 14 Ounce"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""supplied by"":""Other"",""item price"":""$9.49"",""quantity of item"":""1 of""},{""item name"":""Organic Salad Clam Butter Plus, 4 Ounce"",""quantity of item"":""1 of"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":""$4.39"",""supplied by"":""Other"",""condition"":""New""},{""item name"":""Diestel, Fresh 99%/1% Organic Ground Turkey Breast, 1 lb"",""condition"":""New"",""supplied by"":""Other"",""quantity of item"":""2 of"",""item price"":""$9.99"",""sold by"":""Whole Foods Market (seller profile)""},{""item name"":""365 by Whole Foods Market, Stringless Snap Peas,8 Ounce"",""condition"":""New"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1 of"",""item price"":""$3.99""},{""condition"":""New"",""supplied by"":""Other"",""item price"":""$6.79"",""quantity of item"":""1 of"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""San Marzano, Crushed Tomatoes,28 oz""},{""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Organic Red Bell Pepper"",""supplied by"":""Other"",""quantity of item"":""1 (0.63 lb) of"",""condition"":""New"",""item price"":""($3.99/lb)""},{""item price"":""$2.99"",""quantity of item"":""1 of"",""supplied by"":""Other"",""condition"":""New"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Organic Carrots,1 Bunch""}]",113-5873510-5949836,"February 11,2023","February 11,2023",$258.19,$238.24,$9.95
5,2023_02_20_amazon-fresh-112-2098553-6249032.pdf_0,"[{""sold by"":""Prime Now LLC (seller profile)"",""condition"":""New"",""item price"":""$5.99"",""item name"":""San Luis Sourdough Bread, 8 Oz"",""supplied by"":""Other"",""quantity of item"":""1""},{""supplied by"":""Other"",""item name"":""Earthbound Farm Organic Classic Caesar Salad Kit"",""condition"":""New"",""item price"":""$4.59"",""sold by"":""Prime Now LLC (seller profile)"",""quantity of item"":""1""},{""condition"":""New"",""supplied by"":""Other"",""item name"":""Kodiak Cakes Power Cakes All Natural Non GMO Protein Pancake/Flapjack/Waffle Mix, Buttermilk, 20 Ounce"",""item price"":""$6.69"",""sold by"":""Prime Now LLC (seller profile)"",""quantity of item"":""1""},{""sold by"":""Prime Now LLC (seller profile)"",""condition"":""New"",""quantity of item"":""1"",""item price"":""$5.49"",""supplied by"":""Other"",""item name"":""Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz""},{""item name"":""Crofter's Organic Premium Spread, Strawberry, 16.5 Ounce Jar"",""sold by"":""Prime Now LLC (seller profile)"",""supplied by"":""Other"",""item price"":""$5.99"",""quantity of item"":""1"",""condition"":""New""},{""condition"":""New"",""supplied by"":""Other"",""item name"":""Mini Babybel Light Snack Cheese, Cheddar, 9 Ounce"",""sold by"":""Prime Now LLC (seller profile)"",""item price"":""$8.29"",""quantity of item"":""1""},{""item price"":""$3.99"",""supplied by"":""Other"",""condition"":""New"",""item name"":""LaCroix, Sparkling Water Grapefruit, 12 oz (pack of 8)"",""quantity of item"":""1"",""sold by"":""Prime Now LLC (seller profile)""},{""item name"":""Multi Grain Cheerios Heart Healthy Cereal, Gluten Free Multigrain Cereal with Whole Grain Oats, Family Size, 18 oz"",""condition"":""New"",""supplied by"":""Other"",""quantity of item"":""1"",""item price"":""$6.49"",""sold by"":""Prime Now LLC (seller profile)""},{""condition"":""New"",""item name"":""Honey Bunches of Oats Honey Roasted, Heart Healthy, Low Fat, made with Whole Grain Cereal, 12 Ounce"",""sold by"":""Prime Now LLC (seller profile)"",""item price"":""$5.49"",""quantity of item"":""1"",""supplied by"":""Other""},{""item name"":""Oroweat Whole Grains 100% Whole Wheat Bread, Baked with Simple Ingredients & Whole Wheat, 8 oz"",""item price"":""$5.79"",""quantity of item"":""1"",""sold by"":""Prime Now LLC (seller profile)"",""condition"":""New"",""supplied by"":""Other""},{""quantity of item"":""1"",""condition"":""New"",""item name"":""Philadelphia Original Whipped Cream Cheese Spread,8 oz. Tub"",""supplied by"":""Other"",""item price"":""$4.99"",""sold by"":""Prime Now LLC (seller profile)""},{""quantity of item"":""1"",""item name"":""Aidells Smoked Chicken Sausage Breakfast Links, Chicken & Apple,8 oz. (10 Fully Cooked Links)"",""sold by"":""Prime Now LLC (seller profile)"",""condition"":""New"",""supplied by"":""Other"",""item price"":""$6.99""}]",112-2098553-6249032,"February 20,2023","February 20,2023",$73.86,$70.78,$0.00
6,2023_02_28_amazon-whole foods-113-1110828-1792241.pdf_0,"[{""item price"":""$24.99"",""quantity of item"":""1"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""item name"":""Floral Roses 12 Long Stem, 1 EA"",""condition"":""New""},{""item price"":""$6.99"",""condition"":""New"",""supplied by"":""Other"",""item name"":""Abe's, Mini Vegan Blueberry Muffins, 12 Count"",""quantity of item"":""2"",""sold by"":""Whole Foods Market (seller profile)""},{""item name"":""Floral Iris 10 Stem, 1 EA"",""supplied by"":""Other"",""sold by"":""Whole Foods Market (seller profile)"",""condition"":""New"",""item price"":""$7.99"",""quantity of item"":""1""},{""supplied by"":""Other"",""item name"":""B Fresh Gerbera Daisy 7 Stem, 1 EA"",""sold by"":""Whole Foods Market (seller profile)"",""quantity of item"":""1"",""condition"":""New"",""item price"":""$6.99""},{""item name"":""Honest Kids Berry Good Lemonade, 6 Fl oz (Pack Of 8)"",""quantity of item"":""1"",""sold by"":""Whole Foods Market (seller profile)"",""item price"":""$4.99"",""condition"":""New"",""supplied by"":""Other""},{""item name"":""Honest Kids Organic Berry Good Lemonade, 6.76 Fl Oz (Pack of 8)"",""sold by"":""Whole Foods Market (seller profile)"",""supplied by"":""Other"",""quantity of item"":""3"",""condition"":""New"",""item price"":""$4.79""}]",113-1110828-1792241,"February 28,2023","February 28,2023",$92.17,$73.31,$9.95
